account_number,date,therms,iou,datenum
"FBDDJ3","9/29/11",7,"PGE",18899
"FBDDJ3","10/31/11",22,"PGE",18931
"FBDDJ3","11/29/11",73,"PGE",18960
"FBDDJ3","12/29/11",130,"PGE",18990
"FBDDJ3","1/30/12",123,"PGE",19022
"FBDDJ3","2/29/12",67,"PGE",19052
"FBDDJ3","3/29/12",55,"PGE",19081
"FBDDJ3","4/30/12",27,"PGE",19113
"FBDDJ3","5/30/12",14,"PGE",19143
"FBDDJ3","6/28/12",9,"PGE",19172
"FBDDJ3","7/30/12",8,"PGE",19204
"FBDDJ3","8/29/12",5,"PGE",19234
"FBDDJ3","9/27/12",11,"PGE",19263
"FBDDJ3","10/28/12",16,"PGE",19294
"FBDDJ3","11/28/12",41,"PGE",19325
"FBDDJ3","12/30/12",85,"PGE",19357
"FBDDJ3","1/29/13",104,"PGE",19387
"FBDDJ3","2/28/13",76,"PGE",19417
"FBDDJ3","3/31/13",47,"PGE",19448
"GRUZBH","6/26/10",,"PGE",18439
"GRUZBH","8/11/10",,"PGE",18485
"GRUZBH","9/12/10",19,"PGE",18517
"GRUZBH","10/11/10",16,"PGE",18546
"GRUZBH","11/9/10",35,"PGE",18575
"GRUZBH","12/12/10",110,"PGE",18608
"GRUZBH","1/10/11",112,"PGE",18637
"GRUZBH","2/9/11",76,"PGE",18667
"GRUZBH","3/13/11",89,"PGE",18699
"GRUZBH","4/11/11",57,"PGE",18728
"GRUZBH","5/11/11",25,"PGE",18758
"GRUZBH","6/12/11",26,"PGE",18790
"GRUZBH","7/12/11",10,"PGE",18820
"GRUZBH","8/10/11",8,"PGE",18849
"GRUZBH","9/11/11",8,"PGE",18881
"GRUZBH","10/10/11",8,"PGE",18910
"GRUZBH","11/8/11",10,"PGE",18939
"GRUZBH","12/8/11",11,"PGE",18969
"GRUZBH","1/9/12",30,"PGE",19001
"GRUZBH","2/8/12",72,"PGE",19031
"GRUZBH","3/11/12",64,"PGE",19063
"GRUZBH","4/9/12",47,"PGE",19092
"GRUZBH","5/9/12",18,"PGE",19122
"GRUZBH","6/10/12",8,"PGE",19154
"GRUZBH","7/10/12",4,"PGE",19184
"GRUZBH","8/8/12",3,"PGE",19213
"GRUZBH","9/9/12",5,"PGE",19245
"GRUZBH","10/8/12",5,"PGE",19274
"GRUZBH","11/6/12",20,"PGE",19303
"GRUZBH","12/9/12",54,"PGE",19336
"GRUZBH","1/8/13",87,"PGE",19366
"GRUZBH","2/7/13",78,"PGE",19396
"GRUZBH","3/11/13",63,"PGE",19428
"GRUZBH","4/9/13",24,"PGE",19457
"NKP4ZU","1/6/09",,"PGE",17903
"NKP4ZU","2/4/09",89,"PGE",17932
"NKP4ZU","3/8/09",111,"PGE",17964
"NKP4ZU","4/7/09",62,"PGE",17994
"NKP4ZU","5/6/09",45,"PGE",18023
"NKP4ZU","6/7/09",30,"PGE",18055
"NKP4ZU","7/7/09",28,"PGE",18085
"NKP4ZU","8/6/09",28,"PGE",18115
"NKP4ZU","9/3/09",27,"PGE",18143
"NKP4ZU","10/5/09",30,"PGE",18175
"NKP4ZU","11/3/09",43,"PGE",18204
"NKP4ZU","12/4/09",102,"PGE",18235
"NKP4ZU","1/5/10",140,"PGE",18267
"NKP4ZU","2/4/10",110,"PGE",18297
"NKP4ZU","3/8/10",103,"PGE",18329
"NKP4ZU","4/7/10",86,"PGE",18359
"NKP4ZU","5/6/10",57,"PGE",18388
"NKP4ZU","6/7/10",57,"PGE",18420
"NKP4ZU","7/7/10",22,"PGE",18450
"NKP4ZU","8/8/10",31,"PGE",18482
"NKP4ZU","9/7/10",34,"PGE",18512
"NKP4ZU","10/6/10",37,"PGE",18541
"NKP4ZU","11/4/10",37,"PGE",18570
"NKP4ZU","12/7/10",149,"PGE",18603
"NKP4ZU","1/5/11",139,"PGE",18632
"NKP4ZU","2/6/11",100,"PGE",18664
"NKP4ZU","3/8/11",139,"PGE",18694
"NKP4ZU","4/6/11",91,"PGE",18723
"NKP4ZU","5/8/11",69,"PGE",18755
"NKP4ZU","6/7/11",74,"PGE",18785
"NKP4ZU","7/7/11",31,"PGE",18815
"NKP4ZU","8/7/11",35,"PGE",18846
"NKP4ZU","9/6/11",26,"PGE",18876
"NKP4ZU","10/5/11",21,"PGE",18905
"NKP4ZU","11/3/11",31,"PGE",18934
"NKP4ZU","12/5/11",103,"PGE",18966
"NKP4ZU","1/5/12",117,"PGE",18997
"NKP4ZU","2/5/12",85,"PGE",19028
"NKP4ZU","3/6/12",83,"PGE",19058
"NKP4ZU","4/4/12",74,"PGE",19087
"NKP4ZU","5/6/12",42,"PGE",19119
"NKP4ZU","6/6/12",30,"PGE",19150
"NKP4ZU","7/6/12",21,"PGE",19180
"NKP4ZU","8/5/12",22,"PGE",19210
"NKP4ZU","9/4/12",26,"PGE",19240
"NKP4ZU","10/3/12",13,"PGE",19269
"NKP4ZU","11/2/12",21,"PGE",19299
"NKP4ZU","12/4/12",70,"PGE",19331
"NKP4ZU","1/4/13",122,"PGE",19362
"NKP4ZU","2/4/13",96,"PGE",19393
"NKP4ZU","3/6/13",67,"PGE",19423
"NKP4ZU","4/4/13",55,"PGE",19452
"NP7PRY","12/24/08",,"PGE",17890
"NP7PRY","1/25/09",100,"PGE",17922
"NP7PRY","2/24/09",81,"PGE",17952
"NP7PRY","3/24/09",56,"PGE",17980
"NP7PRY","4/26/09",39,"PGE",18013
"NP7PRY","5/26/09",15,"PGE",18043
"NP7PRY","6/24/09",10,"PGE",18072
"NP7PRY","7/26/09",7,"PGE",18104
"NP7PRY","8/24/09",9,"PGE",18133
"NP7PRY","9/23/09",9,"PGE",18163
"NP7PRY","10/22/09",16,"PGE",18192
"NP7PRY","11/20/09",40,"PGE",18221
"NP7PRY","12/23/09",94,"PGE",18254
"NP7PRY","1/25/10",107,"PGE",18287
"NP7PRY","2/24/10",62,"PGE",18317
"NP7PRY","3/29/10",45,"PGE",18350
"NP7PRY","4/26/10",42,"PGE",18378
"NP7PRY","5/25/10",28,"PGE",18407
"NP7PRY","6/27/10",14,"PGE",18440
"NP7PRY","7/26/10",12,"PGE",18469
"NP7PRY","8/25/10",12,"PGE",18499
"NP7PRY","9/26/10",12,"PGE",18531
"NP7PRY","10/25/10",15,"PGE",18560
"NP7PRY","11/23/10",39,"PGE",18589
"NP7PRY","12/26/10",80,"PGE",18622
"NP7PRY","1/25/11",94,"PGE",18652
"NP7PRY","2/24/11",79,"PGE",18682
"NP7PRY","3/27/11",68,"PGE",18713
"NP7PRY","4/26/11",32,"PGE",18743
"NP7PRY","5/25/11",19,"PGE",18772
"NP7PRY","6/26/11",22,"PGE",18804
"NP7PRY","7/26/11",12,"PGE",18834
"NP7PRY","8/24/11",14,"PGE",18863
"NP7PRY","9/25/11",14,"PGE",18895
"NP7PRY","10/24/11",16,"PGE",18924
"NP7PRY","11/22/11",50,"PGE",18953
"NP7PRY","12/22/11",85,"PGE",18983
"NP7PRY","1/24/12",92,"PGE",19016
"NP7PRY","2/23/12",62,"PGE",19046
"NP7PRY","3/25/12",54,"PGE",19077
"NP7PRY","4/24/12",32,"PGE",19107
"NP7PRY","5/23/12",17,"PGE",19136
"NP7PRY","6/24/12",16,"PGE",19168
"NP7PRY","7/24/12",16,"PGE",19198
"NP7PRY","8/22/12",15,"PGE",19227
"NP7PRY","9/23/12",11,"PGE",19259
"NP7PRY","10/22/12",15,"PGE",19288
"NP7PRY","11/20/12",27,"PGE",19317
"NP7PRY","12/23/12",53,"PGE",19350
"NP7PRY","1/23/13",83,"PGE",19381
"NP7PRY","2/24/13",61,"PGE",19413
"NP7PRY","3/25/13",34,"PGE",19442
"OVYM2X","12/22/08",,"PGE",17888
"OVYM2X","1/21/09",69,"PGE",17918
"OVYM2X","2/22/09",130,"PGE",17950
"OVYM2X","3/23/09",91,"PGE",17979
"OVYM2X","4/23/09",51,"PGE",18010
"OVYM2X","5/22/09",36,"PGE",18039
"OVYM2X","6/22/09",26,"PGE",18070
"OVYM2X","7/23/09",8,"PGE",18101
"OVYM2X","8/20/09",11,"PGE",18129
"OVYM2X","9/21/09",24,"PGE",18161
"OVYM2X","10/20/09",27,"PGE",18190
"OVYM2X","11/20/09",63,"PGE",18221
"OVYM2X","12/21/09",112,"PGE",18252
"OVYM2X","1/21/10",122,"PGE",18283
"OVYM2X","2/22/10",102,"PGE",18315
"OVYM2X","3/25/10",87,"PGE",18346
"OVYM2X","4/22/10",64,"PGE",18374
"OVYM2X","5/23/10",47,"PGE",18405
"OVYM2X","6/22/10",23,"PGE",18435
"OVYM2X","7/23/10",27,"PGE",18466
"OVYM2X","8/23/10",27,"PGE",18497
"OVYM2X","9/23/10",24,"PGE",18528
"OVYM2X","10/20/10",20,"PGE",18555
"OVYM2X","11/21/10",64,"PGE",18587
"OVYM2X","12/22/10",114,"PGE",18618
"OVYM2X","1/23/11",133,"PGE",18650
"OVYM2X","2/22/11",108,"PGE",18680
"OVYM2X","3/23/11",86,"PGE",18709
"OVYM2X","4/24/11",57,"PGE",18741
"OVYM2X","5/23/11",34,"PGE",18770
"OVYM2X","6/22/11",26,"PGE",18800
"OVYM2X","7/24/11",13,"PGE",18832
"OVYM2X","8/22/11",11,"PGE",18861
"OVYM2X","9/21/11",20,"PGE",18891
"OVYM2X","10/20/11",20,"PGE",18920
"OVYM2X","11/20/11",48,"PGE",18951
"OVYM2X","12/20/11",64,"PGE",18981
"OVYM2X","1/22/12",79,"PGE",19014
"OVYM2X","2/21/12",63,"PGE",19044
"OVYM2X","3/21/12",58,"PGE",19073
"OVYM2X","4/22/12",45,"PGE",19105
"OVYM2X","5/21/12",21,"PGE",19134
"OVYM2X","6/20/12",18,"PGE",19164
"OVYM2X","7/22/12",6,"PGE",19196
"OVYM2X","8/20/12",15,"PGE",19225
"OVYM2X","9/19/12",15,"PGE",19255
"OVYM2X","10/18/12",18,"PGE",19284
"OVYM2X","11/18/12",38,"PGE",19315
"OVYM2X","12/19/12",59,"PGE",19346
"OVYM2X","1/21/13",82,"PGE",19379
"OVYM2X","2/20/13",69,"PGE",19409
"OVYM2X","3/21/13",50,"PGE",19438
"S812VL","12/12/08",,"PGE",17878
"S812VL","1/12/09",173,"PGE",17909
"S812VL","2/11/09",130,"PGE",17939
"S812VL","3/15/09",127,"PGE",17971
"S812VL","4/14/09",79,"PGE",18001
"S812VL","5/14/09",41,"PGE",18031
"S812VL","6/15/09",11,"PGE",18063
"S812VL","7/15/09",7,"PGE",18093
"S812VL","8/12/09",7,"PGE",18121
"S812VL","9/13/09",9,"PGE",18153
"S812VL","10/12/09",22,"PGE",18182
"S812VL","11/11/09",46,"PGE",18212
"S812VL","12/13/09",134,"PGE",18244
"S812VL","1/12/10",227,"PGE",18274
"S812VL","2/11/10",26,"PGE",18304
"S812VL","3/15/10",117,"PGE",18336
"S812VL","4/14/10",82,"PGE",18366
"S812VL","5/13/10",55,"PGE",18395
"S812VL","6/14/10",31,"PGE",18427
"S812VL","7/15/10",12,"PGE",18458
"S812VL","8/15/10",8,"PGE",18489
"S812VL","9/14/10",7,"PGE",18519
"S812VL","10/13/10",9,"PGE",18548
"S812VL","11/14/10",43,"PGE",18580
"S812VL","12/14/10",93,"PGE",18610
"S812VL","1/12/11",123,"PGE",18639
"S812VL","2/13/11",103,"PGE",18671
"S812VL","3/15/11",110,"PGE",18701
"S812VL","4/14/11",86,"PGE",18731
"S812VL","5/15/11",34,"PGE",18762
"S812VL","6/14/11",28,"PGE",18792
"S812VL","7/14/11",9,"PGE",18822
"S812VL","8/14/11",7,"PGE",18853
"S812VL","9/13/11",7,"PGE",18883
"S812VL","10/12/11",7,"PGE",18912
"S812VL","11/13/11",40,"PGE",18944
"S812VL","12/12/11",98,"PGE",18973
"S812VL","1/11/12",110,"PGE",19003
"S812VL","2/12/12",102,"PGE",19035
"S812VL","3/13/12",68,"PGE",19065
"S812VL","4/11/12",54,"PGE",19094
"S812VL","5/13/12",27,"PGE",19126
"S812VL","6/12/12",18,"PGE",19156
"S812VL","7/12/12",11,"PGE",19186
"S812VL","8/12/12",11,"PGE",19217
"S812VL","9/11/12",8,"PGE",19247
"S812VL","10/10/12",14,"PGE",19276
"S812VL","11/8/12",28,"PGE",19305
"S812VL","12/11/12",63,"PGE",19338
"S812VL","1/10/13",139,"PGE",19368
"S812VL","2/11/13",124,"PGE",19400
"S812VL","3/13/13",79,"PGE",19430
"SGHDPS1525988997","1/20/11",0,"SCG",18647
"SGHDPS1525988997","2/18/11",0,"SCG",18676
"SGHDPS1525988997","3/22/11",0,"SCG",18708
"SGHDPS1525988997","4/20/11",0,"SCG",18737
"SGHDPS1525988997","5/19/11",0,"SCG",18766
"SGHDPS1525988997","6/20/11",0,"SCG",18798
"SGHDPS1525988997","7/20/11",0,"SCG",18828
"SGHDPS1525988997","8/18/11",0,"SCG",18857
"SGHDPS1525988997","9/19/11",0,"SCG",18889
"SGHDPS1525988997","10/17/11",0,"SCG",18917
"SGHDPS1525988997","11/16/11",0,"SCG",18947
"SGHDPS1525988997","12/16/11",147,"SCG",18977
"SGHDPS1525988997","1/20/12",140,"SCG",19012
"SGHDPS1525988997","2/21/12",66,"SCG",19044
"SGHDPS1525988997","3/21/12",61,"SCG",19073
"SGHDPS1525988997","4/19/12",15,"SCG",19102
"SGHDPS1525988997","5/18/12",-4,"SCG",19131
"SGHDPS1525988997","6/19/12",0,"SCG",19163
"SGHDPS1525988997","7/19/12",0,"SCG",19193
"SGHDPS1525988997","8/17/12",0,"SCG",19222
"SGHDPS1525988997","9/18/12",0,"SCG",19254
"SGHDPS1525988997","10/17/12",0,"SCG",19283
"SGHDPS1525988997","11/15/12",0,"SCG",19312
"SGHDPS1525988997","12/17/12",0,"SCG",19344
"SGHDPS1526215611","1/27/10",0,"SCG",18289
"SGHDPS1526215611","2/26/10",0,"SCG",18319
"SGHDPS1526215611","3/29/10",104,"SCG",18350
"SGHDPS1526215611","4/27/10",41,"SCG",18379
"SGHDPS1526215611","5/26/10",14,"SCG",18408
"SGHDPS1526215611","6/25/10",13,"SCG",18438
"SGHDPS1526215611","7/27/10",9,"SCG",18470
"SGHDPS1526215611","8/25/10",7,"SCG",18499
"SGHDPS1526215611","9/24/10",7,"SCG",18529
"SGHDPS1526215611","10/25/10",9,"SCG",18560
"SGHDPS1526215611","11/23/10",50,"SCG",18589
"SGHDPS1526215611","12/27/10",105,"SCG",18623
"SGHDPS1526215611","1/26/11",97,"SCG",18653
"SGHDPS1526215611","2/25/11",101,"SCG",18683
"SGHDPS1526215611","3/28/11",75,"SCG",18714
"SGHDPS1526215611","4/26/11",31,"SCG",18743
"SGHDPS1526215611","5/25/11",30,"SCG",18772
"SGHDPS1526215611","6/24/11",19,"SCG",18802
"SGHDPS1526215611","7/26/11",9,"SCG",18834
"SGHDPS1526215611","8/24/11",12,"SCG",18863
"SGHDPS1526215611","9/23/11",14,"SCG",18893
"SGHDPS1526215611","10/21/11",27,"SCG",18921
"SGHDPS1526215611","11/21/11",105,"SCG",18952
"SGHDPS1526215611","12/22/11",157,"SCG",18983
"SGHDPS1526215611","1/26/12",165,"SCG",19018
"SGHDPS1526215611","2/27/12",120,"SCG",19050
"SGHDPS1526215611","3/27/12",101,"SCG",19079
"SGHDPS1526215611","4/25/12",49,"SCG",19108
"SGHDPS1526215611","5/24/12",12,"SCG",19137
"SGHDPS1526215611","6/25/12",9,"SCG",19169
"SGHDPS1526215611","7/25/12",8,"SCG",19199
"SGHDPS1526215611","8/23/12",8,"SCG",19228
"SGHDPS1526215611","9/24/12",7,"SCG",19260
"SGHDPS1526215611","10/22/12",8,"SCG",19288
"SGHDPS1526215611","11/21/12",37,"SCG",19318
"SGHDPS1526215611","12/21/12",66,"SCG",19348
"SGHDPS1526215611","1/25/13",135,"SCG",19383
"SGHDPS1526215611","2/26/13",89,"SCG",19415
"SGHDPS1526215611","3/27/13",31,"SCG",19444
"SGHDPS1526215611","4/25/13",16,"SCG",19473
"SGHDPS1526215611","5/24/13",10,"SCG",19502
"SGHDPS1526215611","6/25/13",12,"SCG",19534
"SGHDPS1526215611","7/25/13",9,"SCG",19564
"SGHDPS1526215611","8/23/13",14,"SCG",19593
"SGHDPS1526215611","9/24/13",10,"SCG",19625
"SGHDPS1526215611","10/22/13",13,"SCG",19653
"SGHDPS1526215611","11/21/13",0,"SCG",19683
"SGHDPS1526215611","12/23/13",0,"SCG",19715
"SGHDPS1526258331","1/14/10",138,"SCG",18276
"SGHDPS1526258331","2/16/10",160,"SCG",18309
"SGHDPS1526258331","3/17/10",104,"SCG",18338
"SGHDPS1526258331","4/15/10",79,"SCG",18367
"SGHDPS1526258331","5/14/10",69,"SCG",18396
"SGHDPS1526258331","6/15/10",49,"SCG",18428
"SGHDPS1526258331","7/15/10",26,"SCG",18458
"SGHDPS1526258331","8/13/10",28,"SCG",18487
"SGHDPS1526258331","9/14/10",27,"SCG",18519
"SGHDPS1526258331","10/13/10",33,"SCG",18548
"SGHDPS1526258331","11/10/10",53,"SCG",18576
"SGHDPS1526258331","12/14/10",136,"SCG",18610
"SGHDPS1526258331","1/13/11",146,"SCG",18640
"SGHDPS1526258331","2/14/11",127,"SCG",18672
"SGHDPS1526258331","3/16/11",120,"SCG",18702
"SGHDPS1526258331","4/14/11",95,"SCG",18731
"SGHDPS1526258331","5/13/11",45,"SCG",18760
"SGHDPS1526258331","6/14/11",57,"SCG",18792
"SGHDPS1526258331","7/14/11",25,"SCG",18822
"SGHDPS1526258331","8/12/11",14,"SCG",18851
"SGHDPS1526258331","9/13/11",21,"SCG",18883
"SGHDPS1526258331","10/11/11",36,"SCG",18911
"SGHDPS1526258331","11/9/11",72,"SCG",18940
"SGHDPS1526258331","12/12/11",141,"SCG",18973
"SGHDPS1526258331","1/13/12",168,"SCG",19005
"SGHDPS1526258331","2/14/12",143,"SCG",19037
"SGHDPS1526258331","3/15/12",115,"SCG",19067
"SGHDPS1526258331","4/13/12",77,"SCG",19096
"SGHDPS1526258331","5/14/12",39,"SCG",19127
"SGHDPS1526258331","6/13/12",23,"SCG",19157
"SGHDPS1526258331","7/13/12",18,"SCG",19187
"SGHDPS1526258331","8/13/12",15,"SCG",19218
"SGHDPS1526258331","9/12/12",15,"SCG",19248
"SGHDPS1526258331","10/11/12",15,"SCG",19277
"SGHDPS1526258331","11/8/12",25,"SCG",19305
"SGHDPS1526258331","12/11/12",46,"SCG",19338
"SGHDPS1526258331","1/14/13",93,"SCG",19372
"SGHDPS1526258331","2/13/13",77,"SCG",19402
"SGHDPS1526258331","3/15/13",63,"SCG",19432
"SGHDPS1526258331","4/15/13",33,"SCG",19463
"SGHDPS1526258331","5/14/13",26,"SCG",19492
"SGHDPS1526258331","6/13/13",24,"SCG",19522
"SGHDPS1526258331","7/15/13",21,"SCG",19554
"SGHDPS1526258331","8/13/13",26,"SCG",19583
"SGHDPS1526258331","9/12/13",10,"SCG",19613
"SGHDPS1526258331","10/11/13",20,"SCG",19642
"SGHDPS1526258331","11/8/13",0,"SCG",19670
"SGHDPS1526258331","12/11/13",0,"SCG",19703
"SGHDPS1526331746","1/29/10",70,"SCG",18291
"SGHDPS1526331746","3/2/10",49,"SCG",18323
"SGHDPS1526331746","3/31/10",25,"SCG",18352
"SGHDPS1526331746","4/29/10",22,"SCG",18381
"SGHDPS1526331746","5/28/10",16,"SCG",18410
"SGHDPS1526331746","6/29/10",15,"SCG",18442
"SGHDPS1526331746","7/29/10",13,"SCG",18472
"SGHDPS1526331746","8/27/10",11,"SCG",18501
"SGHDPS1526331746","9/28/10",14,"SCG",18533
"SGHDPS1526331746","10/27/10",15,"SCG",18562
"SGHDPS1526331746","11/29/10",33,"SCG",18595
"SGHDPS1526331746","12/29/10",112,"SCG",18625
"SGHDPS1526331746","1/28/11",84,"SCG",18655
"SGHDPS1526331746","3/1/11",98,"SCG",18687
"SGHDPS1526331746","3/30/11",62,"SCG",18716
"SGHDPS1526331746","4/28/11",25,"SCG",18745
"SGHDPS1526331746","5/27/11",16,"SCG",18774
"SGHDPS1526331746","6/28/11",16,"SCG",18806
"SGHDPS1526331746","7/28/11",11,"SCG",18836
"SGHDPS1526331746","8/26/11",10,"SCG",18865
"SGHDPS1526331746","9/26/11",13,"SCG",18896
"SGHDPS1526331746","10/25/11",14,"SCG",18925
"SGHDPS1526331746","11/23/11",44,"SCG",18954
"SGHDPS1526331746","12/28/11",116,"SCG",18989
"SGHDPS1526331746","1/30/12",76,"SCG",19022
"SGHDPS1526331746","2/29/12",74,"SCG",19052
"SGHDPS1526331746","3/29/12",62,"SCG",19081
"SGHDPS1526331746","4/27/12",29,"SCG",19110
"SGHDPS1526331746","5/29/12",17,"SCG",19142
"SGHDPS1526331746","6/27/12",12,"SCG",19171
"SGHDPS1526331746","7/27/12",11,"SCG",19201
"SGHDPS1526331746","8/27/12",8,"SCG",19232
"SGHDPS1526331746","9/26/12",10,"SCG",19262
"SGHDPS1526331746","10/24/12",10,"SCG",19290
"SGHDPS1526331746","11/27/12",22,"SCG",19324
"SGHDPS1526331746","12/27/12",67,"SCG",19354
